,,,,,,,,,,
,,FICTION - ADULTS,,,,,,,,
,S.NO.,AUTHOR,TITLE,PRICE,GENRE,BOOK CODE,ACC #,AVAILABILTY ON GOODREADS,DATE OF ADDITION,
,1,"Higashino, Keigo",The Devotion of Suspect X,320,8.09 Thriller,8.09.HIG1,8001,,28-Mar-2018,
,2,"Christie, Agatha",The Murder at the Vicarage,150,8.02 Detective,8.02.CHR1,8002,,28-Mar-2018,
,3,"Finn, A.J.",The Woman in the Window,399,8.09 Thriller,8.09.FIN1,8003,,28-Mar-2018,
,4,"Eco, Umberto",The Prague Cemetery,250,8.06 Literary Fiction,8.06.ECO1,8004,Y,28-Mar-2018,
,5,"Murugan, Perumal",One Part Woman,299,8.05 Indian,8.05.MURP1,8005,Y,28-Mar-2018,
,6,"Murakami, Haruki",Norwegian Wood,499,8.06 Literary Fiction,8.06.MURH1,8006,Y,28-Mar-2018,
,7,"Puzo, Mario",Six Graves to Munich,399,8.09 Thriller,8.09.PUZ1,8007,Y,28-Mar-2018,
,8,"Hosseini, Khaled",And the Mountains Echoed,599,8.06 Literary Fiction,8.06.HOS1,8008,Y,28-Mar-2018,
,9,"Adiga, Aravind",The White Tiger,395,8.06 Literary Fiction,8.06.ADI1,8009,Y,29-Mar-2018,
,10,"Cooper, James F",The Last of the Mohicans,120,8.01 Classics,8.01.COO1,8010,Y,29-Mar-2018,
,11,"Ali, Monica",Brick Lane,261,8.06 Literary Fiction,8.06.ALI1,8011,Y,29-Mar-2018,
,12,"Christie, Agatha",Why didn't they ask Evans?,175,8.02 Detective,8.02.CHR2,8012,Y,29-Mar-2018,
,13,"Naipul, V.S.",A Way in the World,450,8.06 Literary Fiction,8.06.NAI1,8013,Y,29-Mar-2018,
,14,"Waller, Robert James",The Bridges of Madison County,150,8.07 Romance,8.07.WAL1,8014,Y,04-Apr-2018,
,15,"Lee, Harper",To Kill a Mocking Bird,150,8.06 Literary Fiction,8.06.LEE1,8015,Y,04-Apr-2018,
,16,"Francis, Dick",To the Hilt,200,8.09 Thriller,8.09.FRAD1,8016,Y,05-Apr-2018,
,17,"Francis, Dick",Under Orders,200,8.09 Thriller,8.09.FRAD2,8017,Y,05-Apr-2018,
,18,"Francis, Dick",Blood Sport,200,8.09 Thriller,8.09.FRAD3,8018,Y,05-Apr-2018,
,19,"Francis, Dick",Knock Down,200,8.09 Thriller,8.09.FRAD4,8019,Y,05-Apr-2018,
,20,"Francis, Dick",Decider,200,8.09 Thriller,8.09.FRAD5,8020,Y,05-Apr-2018,
,21,"Francis, Dick",Hot Money,200,8.09 Thriller,8.09.FRAD6,8021,Y,05-Apr-2018,
,22,"Francis, Dick",Second Wind,200,8.09 Thriller,8.09.FRAD7,8022,Y,05-Apr-2018,
,23,"Francis, Dick",Odds Against,200,8.09 Thriller,8.09.FRAD8,8023,Y,05-Apr-2018,
,24,"Francis, Dick",The Sports of Queens,200,8.09 Thriller,8.09.FRAD9,8024,Y,05-Apr-2018,
,25,"Francis, Dick",The Edge,200,8.09 Thriller,8.09.FRAD10,8025,Y,05-Apr-2018,
,26,"Francis, Dick",Straight,200,8.09 Thriller,8.09.FRAD11,8026,Y,05-Apr-2018,
,27,"Archer, Jeffrey",As the Crow Flies,300,8.09 Thriller,8.09.ARCJ1,8027,Y,05-Apr-2018,
,28,"Archer, Jeffrey",The Eleventh Commandment,400,8.09 Thriller,8.09.ARCJ2,8028,Y,05-Apr-2018,
,29,"Clark, Mary Higgins",On the Street Where You Live,250,8.09 Thriller,8.09.CLA1,8029,Y,05-Apr-2018,
,30,"Clark, Mary Higgins","While My Pretty Ones Sleep/Loves Music, Loves to Dance",250,8.09 Thriller,8.09.CLA2,8030,Y,05-Apr-2018,
,31,"de Bernieries, Louis",The War of Don Emmanuel's Nether PArts,400,8.06 Literary Fiction,8.06.DEBL1,8031,Y,05-Apr-2018,
,32,"Cussler, Clive",Raise the Titanic,250,8.09 Thriller,8.09.CUSC1,8032,Y,05-Apr-2018,
,33,"Puzo, Mario",Omerta,250,8.09 Thriller,8.09.PUZ2,8033,Y,05-Apr-2018,
,34,"Quinn, Julia",To Catch a Heiress,350,8.07 Romance,8.07.QUIJ1,8034,Y,05-Apr-2018,
,35,"Grafton, Sue",I is for Innocent,250,8.02 Detective,8.02.GRAS1,8035,Y,05-Apr-2018,
,36,"Ludlum, Robert",The Matlock Paper,250,8.09 Thriller,8.09.LUDR1,8036,Y,05-Apr-2018,
,37,"L'Amour, Louis",Galloway,200,8.09 Thriller,8.09.LAML1,8037,Y,05-Apr-2018,
,38,"L'Amour, Louis",Fallon,200,8.09 Thriller,8.09.LAML2,8038,Y,05-Apr-2018,
,39,"Gardner, Erle Stanley",The Case of the Drowsy Mosquito,200,8.02 Detective,8.02.GAR1,8039,Y,05-Apr-2018,
,40,"Maclean, Alistair",Breakheart Pass,200,8.09 Thriller,8.09.MACA1,8040,Y,05-Apr-2018,
,41,"Le Carre, John",The Russian House,300,8.09 Thriller,8.09.LECJ1,8041,Y,05-Apr-2018,
,42,"Delinsky, Barbara",The Passions of Chelsea Kane,300,8.07 Romance,8.07.DELB1,8042,Y,05-Apr-2018,
,43,"Harris, Thomas",Hannibal,350,8.03 Horror,8.03.HART1,8043,Y,05-Apr-2018,
,44,"Rardin, Jennifer","Once Bitten, Twice Shy",250,8.08 Science Fiction/Fantasy,8.08.RARJ1,8044,Y,05-Apr-2018,
,45,"Quinn, Julia",Minx,350,8.07 Romance,8.07.QUIJ2,8045,Y,05-Apr-2018,
,46,"Mosse, Kate",Labyrinth,450,8.09 Thriller,8.09.MOSK1,8046,Y,05-Apr-2018,
,47,"Wallace, Irving",The Three Sirens,350,8.09 Thriller,8.09.WALI1,8047,Y,05-Apr-2018,
,48,"Bagley, Desmond",Running Blind,250,8.09 Thriller,8.09.DESB1,8048,Y,05-Apr-2018,
,49,"Johnson, Pamela Hansford",Too Dear for My Possessing,300,8.06 Literary Fiction,8.06.JOHP1,8049,Y,05-Apr-2018,
,50,"Allende, Isabel",The House of the Spirits,400,8.06 Literary Fiction,8.06.ALLI1,8050,Y,05-Apr-2018,
,51,"Coppel, Alfred",The Apocalypse Brigade,250,8.09 Thriller,8.09.COPA1,8051,Y,05-Apr-2018,
,52,"Hasan, Anjum","Neti, Neti: Not this, Not this",295,8.06 Literary Fiction,8.06.HASA1,8052,Y,05-Apr-2018,
,53,"Ambai; Holstrom, Lakshmi (tr)",A Purple Sea: Short Stories by Ambai,135,8.05 Indian,8.05.AMB1,8053,Y,05-Apr-2018,Change code on book. Author - Ambai.
,54,"Deshpande, Shashi",Small Remedies,350,8.05 Indian,8.05.DESS1,8054,Y,05-Apr-2018,
,55,"Shute, Nevil",A Town Like Alice,350,8.06 Literary Fiction,8.06.SHUN1,8055,Y,05-Apr-2018,
,56,"Charry, Brinda",The Hottest Day of the Year,200,8.05 Indian,8.05.CHAB1,8056,Y,05-Apr-2018,
,57,"Child, Lee",Gone Tomorrow,400,8.09 Thriller,8.09.CHIL1,8057,Y,05-Apr-2018,
,58,"Motha, Rebecca",Asha and other stories,95,8.05 Indian,8.05.MOTR1,8058,Y,05-Apr-2018,
,59,"Ishiguro, Kazuo",Nocturnes,350,8.06 Literary Fiction,8.06.ISHK1,8059,Y,05-Apr-2018,
,60,"Lahiri, Jhumpa",The Lowland,499,8.06 Literary Fiction,8.06.LAHJ1,8060,Y,05-Apr-2018,
,61,"Gilbert, Elizabeth",The Last American Man,200,8.06 Literary Fiction,8.06.GILE1,8061,Y,05-Apr-2018,
,62,"Brown, Dan",Angels and Demons,,8.09 Thriller,8.09.BROD1,8062,Y,05-Apr-2018,
,63,"Chanda, Swati",Drowning Fish,,8.05 Indian,8.05.CHAS1,8063,Y,05-Apr-2018,
,64,"Lahiri, Jhumpa",Unaccustomed Earth,450,8.06 Literary Fiction,8.06.LAHJ2,8064,Y,05-Apr-2018,
,65,Meena C K,Dreams for the dying,,8.05 Indian,8.05.MEEC1,8065,Y,05-Apr-2018,
,66,"Choudhury, Nilanjan P",BALI and the Ocean of Milk,,8.05 Indian,8.05.CHON1,8066,Y,05-Apr-2018,
,67,"Vidal, Gore",1876,,8.06 Literary Fiction,8.06.VIDG1,8067,Y,05-Apr-2018,
,68,"Ludlum, Robert",The Moscow Vector,250,8.09 Thriller,8.09.LUDR2,8068,Y,05-Apr-2018,
,69,"Cook, Robin",Blindsight,299,8.09 Thriller,8.09.COOR1,8069,Y,05-Apr-2018,To edit catalog code on book
,70,"Keneally, Thomas",Schindler's List,250,8.06 Literary Fiction,8.06.KENT1,8070,Y,05-Apr-2018,
,71,"Du Maurier, Daphne",Rebecca,350,8.01 Classics,8.01.DUMD1,8071,Y,05-Apr-2018,
,72,"Grisham, John",The Brethren,300,8.09 Thriller,8.09.GRIJ1,8072,Y,05-Apr-2018,
,73,"O'Connor, Edwin",The Last Hurrah,,8.06 Literary Fiction,8.06.CONE1,8073,Y,05-Apr-2018,
,74,"Gregory, Julie",Sickened,250,8.06 Literary Fiction,8.06.GREJ1,8074,Y,05-Apr-2018,
,75,"Peters,Anya",Abandoned,350,8.06 Literary Fiction,8.06.PETA1,8075,Y,05-Apr-2018,
,76,"Dick, Philip K",Dr Bloodmoney,300,8.08 Science Fiction/Fantasy,8.08.DICP1,8076,Y,05-Apr-2018,
,77,"Maracle, Lee",Ravensong,250,8.06 Literary Fiction,8.06.MARL1,8077,Y,05-Apr-2018,
,78,"Theroux, Paul",Kowloon Tong,200,8.06 Literary Fiction,8.06.THEP1,8078,Y,05-Apr-2018,
,79,"Sidhwa, Bapsi",An American Brat,100,8.06 Literary Fiction,8.06.SIDB1,8079,Y,05-Apr-2018,
,80,"Doyle, Roddy",A Star Called Henry,400,8.06 Literary Fiction,8.06.DOYR1,8080,Y,09-Apr-2018,
,81,"Jacobson, Howard",The Finkler Question,500,8.06 Literary Fiction,8.06.JACH1,8081,Y,09-Apr-2018,
,82,"Atwood, Margaret",The Blind Assassin,500,8.06 Literary Fiction,8.06.MAGA1,8082,Y,09-Apr-2018,
,83,"Smith, Alexander McCall",Blue Shoes and Happiness,450,8.06 Literary Fiction,8.06.SMIA1,8083,Y,09-Apr-2018,
,84,"Smith, Alexander McCall",The Unbearable Lightness of Scones,450,8.06 Literary Fiction,8.06.SMIA2,8084,Y,09-Apr-2018,
,85,"Smith, Alexander McCall",The Kalahari Typing School for Men,450,8.06 Literary Fiction,8.06.SMIA3,8085,Y,09-Apr-2018,
,86,"Smith, Alexander McCall",The No.1 Ladies Detective Agency,450,8.06 Literary Fiction,8.06.SMIA4,8086,Y,09-Apr-2018,
,87,"Smith, Alexander McCall",Tears of the Giraffe,450,8.06 Literary Fiction,8.06.SMIA5,8087,Y,09-Apr-2018,
,88,"Smith, Alexander McCall",Morality for Beautiful Girls,450,8.06 Literary Fiction,8.06.SMIA6,8088,Y,09-Apr-2018,
,89,"Penney, Stef",The Tenderness of Wolves,500,8.06 Literary Fiction,8.06.PENS1,8089,Y,09-Apr-2018,
,90,"Dexter, Colin",Death is Now My Neighbour,300,8.02 Detective,8.02.DEXC1,8090,Y,09-Apr-2018,
,91,"Dexter, Colin",The Secret of Annexe 3,300,8.02 Detective,8.02.DEXC2,8091,Y,09-Apr-2018,
,92,"Tan, Amy",Saving Fish from Drowning,450,8.06 Literary Fiction,8.06.TANA1,8092,Y,09-Apr-2018,
,93,"Larsson, Stieg",The Girl with the Dragon Tattoo,450,8.09 Thriller,8.09.LARS1,8093,Y,09-Apr-2018,
,94,"Okri, Ben",Dangerous Love,450,8.06 Literary Fiction,8.06.OKRB1,8094,Y,09-Apr-2018,
,95,"Beaton, M C",Death of a Nag,350,8.02 Detective,8.02.BEAM1,8095,Y,09-Apr-2018,
,96,"Kellerman, Jonathan",Private Eyes,245,8.09 Thriller,8.09.KELJ1,8096,Y,09-Apr-2018,
,97,"Alten, Steve",The Mayan Prophecy,299,8.09 Thriller,8.09.ALTS1,8097,Y,09-Apr-2018,
,98,"Deighton, Len",Mamista,120,8.09 Thriller,8.09.DEIL1,8098,Y,09-Apr-2018,
,99,"Rollins, James and Blackwood, Grant",War Hawk (A Tucker Wayne Novel),499,8.09 Thriller,8.09.ROLJ1,8099,Y,09-Apr-2018,
,100,"Sanghi, Ashwin and Patterson, James",Private India,350,8.02 Detective,8.02.SANA1,8100,Y,09-Apr-2018,
,101,"Austen, Jane",Persuasion,100,8.01 Classics,8.01.AUSJ1,8101,Y,09-Apr-2018,
,102,"Ramakrishnan, Malayatoor (tr)",Doorways to Death,125,8.06 Literary Fiction,8.06.RAMM1,8102,Y,09-Apr-2018,
,103,"Dick, Philip K",Now Wait for Last Year,295,8.08 Science Fiction/Fantasy,8.08.DICP2,8103,Y,09-Apr-2018,
,104,"Ludlum, Robert",The Tristan Betrayal,250,8.09 Thriller,8.09.LUDR3,8104,Y,09-Apr-2018,
,105,"Clarke, Arthur C.",The Songs of Distant Earth,150,8.08 Science Fiction/Fantasy,8.08.CLAA1,8105,Y,09-Apr-2018,
,106,"Nesbo, Jo",The Leopard,300,8.09 Thriller,8.09.NESJ1,8106,Y,09-Apr-2018,
,107,"Clark, Mary Higgins",Two Little Girls in Blue,250,8.09 Thriller,8.09.CLA3,8107,Y,09-Apr-2018,
,108,"Dexter, Colin",Service of all Dead,300,8.02 Detective,"8.02,DEXC3",8108,Y,09-Apr-2018,
,109,"Grass, Gunter",Headbirths or the Germans are Dying out,150,8.06 Literary Fiction,8.06.GRAG1,8109,Y,09-Apr-2018,
,110,"Irani, Anosh",Dahanu Road,299,8.05 Indian,8.05.IRAA1,8110,Y,09-Apr-2018,
,111,"Flagg, Fannie","Welcome to the World, Baby Girl! (Elmwood Springs #1)",100,8.10 Miscellaneous,8.10.FLAF1,8111,Y,09-Apr-2018,
,112,"Natarajan, Srividya",No Onions nor Garlic,295,8.05 Indian,8.05.NATS1,8112,Y,10-Apr-2018,
,113,"Birch, Carol",Jamrach's Menagerie,450,8.06 Literary Fiction,8.06.BIRC1,8113,Y,10-Apr-2018,
,114,"Waller, Robert James",A Thousand Country Roads  (Epilogue to The Bridges of Madison County),150,8.07 Romance,8.07.WAL2,8114,Y,10-Apr-2018,
,115,"Shriver, Lionel",Double Fault,400,8.06 Literary Fiction,8.06.SHRL1,8115,Y,10-Apr-2018,
,116,"James, P.D.",Cover her Face,350,8.02 Detective,8.02.JAMP1,8116,Y,10-Apr-2018,
,117,"Grisham, John",The Innocent Man,300,8.09 Thriller,8.09.GRIJ2,8117,Y,10-Apr-2018,
,118,"Barbery, Muriel",The Elegance of the Hedgehog,400,8.06 Literary Fiction,8.06.BARM1,8118,Y,10-Apr-2018,
,119,"Hiaasen, Carl",Skinny Dip,350,8.04 Humour,8.04.HIAC1,8119,Y,10-Apr-2018,
,120,"Grafton, Sue",Q is for Quarry,250,8.02 Detective,8.02.GRAS2,8120,Y,10-Apr-2018,
,121,"Jonasson, Jonas",The Girl Who Saved the King of Sweden,299,8.10 Miscellaneous,8.10.JONJ1,8121,Y,10-Apr-2018,
,122,"Hamid, Mohsin",Exit West,599,8.06 Literary Fiction,8.06.HAMM1,8122,Y,10-Apr-2018,
,123,"Nesser, Hakan",The Darkest Day,599,8.09 Thriller,8.09.NESH1,8123,NO,10-Apr-2018,
,124,"Woolf, Virginia",To the Lighthouse,350,8.01 Classics,8.01.WOOV1,8124,Y,10-Apr-2018,
,125,"McEwan, Ian",Sweet Tooth,400,8.09 Thriller,8.09.MCEI1,8125,Y,10-Apr-2018,
,126,"David, Peter",Vendetta (Star Trek: The Next Generation),150,8.08 Science Fiction/Fantasy,8.08.DAVP1,8126,Y,10-Apr-2018,
,127,"Archer, Jeffrey",The New Collected Short Stories,399,8.09 Thriller,8.09.ARCJ3,8127,Y,10-Apr-2018,
,128,"Laxman, R.K.",Collected Writings,295,8.05 Indian,8.05.LAXR1,8128,NO,10-Apr-2018,
,129,"Brown, Dan",Origin,799,8.09 Thriller,8.09.BROD2,8129,Y,10-Apr-2018,
,130,"Galbraith, Robert (aka Rowling, J.K.)",The Cuckoo's Calling,599,8.02 Detective,8.02.GALR1,8130,Y,10-Apr-2018,
,131,"Morrall, Clare",Astonishing Splashes of Colour,500,8.06 Literary Fiction,8.06.MORC1,8131,Y,10-Apr-2018,
,132,"Smith, Ali",Hotel World,400,8.06 Literary Fiction,8.06.SMAL1,8132,Y,10-Apr-2018,
,133,"Stockett, Kathryn",The Help,400,8.06 Literary Fiction,8.06.STOK1,8133,Y,10-Apr-2018,
,134,"Austen, Jane",Emma,300,8.01 Classics,8.01.AUSJ2,8134,Y,10-Apr-2018,
,135,"Wodehouse, P. G.",The Code of the Woosters,400,8.04 Humour,8.04.WODP1,8135,Y,10-Apr-2018,
,136,"Bhagat, Chetan",One Indian Girl,176,8.05 Indian,8.05.BHAC1,8136,Y,10-Apr-2018,
