,,,,,,,,,
,,YOUNG ADULT,,,,,,,
,S.NO.,AUTHOR,TITLE,PRICE,GENRE,BOOK CODE,ACC #,AVAILABILITY ON GOODREADS,DATE OF ADDITION
,1,"Horowitz, Anthony",Alex Rider: Scorpio Rising,299,7.03 Adventure/Mystery,7.03.HORA2,7001,Y,
,2,"Pullman, Philip",The Subtle Knife,400,7.03 Adventure/Mystery,7.03.PULP2,7002,Y,
,3,Shree Books Quick Reference Biography Series,Sam Walton,25,7.51 Non Fiction - Biography,7.51.SHR1,7003,NO,03-Apr-2018
,4,"Rowling, J.K.","Harry Potter and the Philosopher's Stone (Harry Potter,#1)",399,7.02 Science Fiction/Fantasy,7.02.ROW1,7004,Y,03-Apr-2018
,5,"Rowling, J.K.","Harry Potter and the Chamber of Secrets (Harry Potter,#2)",399,7.02 Science Fiction/Fantasy,7.02.ROW2,7005,Y,03-Apr-2018
,6,"P.C. & Cast, Christian",Chosen: A House of Night Novel,299,7.02 Science Fiction/Fantasy,7.02.PCC1,7006,Y,05-Apr-2018
,7,"Horowitz, Anthony",Alex Rider: Skeleton Key,299,7.03 Adventure/Mystery,7.03.HORA1,7007,Y,05-Apr-2018
,8,"Smith, L J",Vampire Diaries: The Fury+The Reunion,350,7.02 Science Fiction/Fantasy,7.02.SMIL1,7008,Y,05-Apr-2018
,9,"Smith, L J",Vampire Diaries: The Return - Nightfall,350,7.02 Science Fiction/Fantasy,7.02.SMIL2,7009,Y,05-Apr-2018
,10,"Smith, L J",Vampire Diaries: The Return - Shadow Souls,350,7.02 Science Fiction/Fantasy,7.02.SMIL3,7010,Y,05-Apr-2018
,11,"Smith, L J",Night World: Vol 1,350,7.02 Science Fiction/Fantasy,7.02.SMIL4,7011,Y,05-Apr-2018
,12,"Meyer, Stephanie",Twilight,350,7.02 Science Fiction/Fantasy,7.02.MEYS1,7012,Y,05-Apr-2018
,13,"Meyer, Stephanie",New Moon,350,7.02 Science Fiction/Fantasy,7.02.MEYS2,7013,Y,05-Apr-2018
,14,"McCafferty, Megan",Sloppy First,350,7.01 Humour,7.01.MCCM1,7014,Y,09-Apr-2018
,15,"Kipling, Rudyard",The Jungle Book,250,7.03 Adventure/Mystery,7.03.KIPR1,7015,Y,09-Apr-2018
,16,"Delaney, Joseph",The Spook's Mistake (The Last Apprentice / Wardstone Chronicles #5),530,7.02 Science Fiction/Fantasy,7.02.DELJ1,7016,Y,09-Apr-2018
,17,"Delaney, Joseph",The Spook's Destiny (The Last Apprentice / Wardstone Chronicles #8),250,7.02 Science Fiction/Fantasy,7.02.DELJ2,7017,Y,09-Apr-2018
,18,"Delaney, Joseph","The Spook's Blood (The Last Apprentice / Wardstone Chronicles, #10) ",150,7.02 Science Fiction/Fantasy,7.02.DELJ3,7018,Y,09-Apr-2018
,19,"Sachar, Louis",Holes,100,7.10 Miscellaneous Fiction,7.10.SACL1,7019,Y,09-Apr-2018
,20,"Skelton, Matthew",Endymion Spring,730,7.03 Adventure/Mystery,7.03.SKEM1,7020,Y,11-Apr-2018
,21,"Colfer, Eoin",The Wish List,400,7.03 Adventure/Mystery,7.03.COLE1,7021,Y,11-Apr-2018
,22,Nesbit E,The Phoenix and the Carpet,350,7.02 Science Fiction/Fantasy,7.02.NESE1,7022,Y,11-Apr-2018
,23,"Collins, Suzanne",Hunger Games: Catching Fire,350,7.02 Science Fiction/Fantasy,7.02.COLS1,7023,Y,11-Apr-2018
,24,"Montgomery, L M",Anne of the Island,300,7.10 Miscellaneous Fiction,7.10.MONL1,7024,Y,11-Apr-2018
,25,"Pullman, Philip",The Tiger in the Well,400,7.03 Adventure/Mystery,7.03.PULP1,7025,Y,11-Apr-2018
,26,"Paolini, Christopher",Inheritance (The Inheritance Cycle #4),699,7.02 Science Fiction/Fantasy,7.02.PAOC1,7026,Y,11-Apr-2018
,27,"Morpurgo, Michael",Alone on a Wide Wide Sea,400,7.03 Adventure/Mystery,7.03.MORM1,7027,Y,11-Apr-2018
,28,"Rowling, J.K.","Harry Potter and the Prisoner of Azbakan (Harry Potter,#3)",399,7.02 Science Fiction/Fantasy,7.02.ROW3,7028,Y,11-Apr-2018
,29,"Jussawala, Adil",The Right Kind of Dog,200,7.53 Non Fiction - Miscellaneous,7.53.JUSA1,7029,Y,11-Apr-2018
,30,"Madhavan, Jaya",Kabir the Weaver-Poet,150,7.53 Non Fiction - Miscellaneous,7.53.MADJ1,7030,Y,11-Apr-2018
,31,"Corder, Zizou",Lion Boy,300,7.02 Science Fiction/Fantasy,7.02.CORZ1,7031,NO,11-Apr-2018
,32,O'Brien Dominic,The Amazing Memory Book,200,7.53 Non Fiction - Miscellaneous,7.53.OBRD1,7032,this is part of the instruction manual of the game which came,11-Apr-2018
,33,"Herman, John",How to Study,150,7.53 Non Fiction - Miscellaneous,7.53.HERJ1,7033,NO,11-Apr-2018
,34,"Foley, Ryan",Legend: The Labors of Heracles: A Graphic Novel,195,7.11 Graphic Novel,7.11.FOLR1,7034,Y,11-Apr-2018
,35,"Durrell, Gerald",Rosy is my Relative,200,7.01 Humour,7.01.DURG1,7035,Y,11-Apr-2018
,36,"Pullman, Philip",Northern Lights,400,7.03 Adventure/Mystery,7.03.PULP3,7036,,25-Apr-2018
,37,"Pullman, Philip",The Amber Spyglass,400,7.03 Adventure/Mystery,7.03.PULP4,7037,,25-Apr-2018
,38,"Collins, Suzanne",The Hunger Games,350,7.02 Science Fiction/Fantasy,7.02.COLS2,7038,,25-Apr-2018
,39,"Collins, Suzanne",Mockingjay,350,7.02 Science Fiction/Fantasy,7.02.COLS3,7039,,25-Apr-2018
,40,"Dey, Alcatraz",The Serpentine Scrolls,195,7.03 Adventure/Mystery,7.03.DEYA1,7040,,04-Jul-2018
,41,"Paolini, Christopher",Eragon (The Inheritance Cycle #1),299,7.02 Science Fiction/Fantasy,7.02.PAOC2,7041,,01-Sep-2018
,42,"Paolini, Christopher",Eldest (The Inheritance Cycle #2),499,7.02 Science Fiction/Fantasy,7.02.PAOC3,7042,,01-Sep-2018
,43,"Paolini, Christopher",Brisinger (The Inheritance Cycle #3),699,7.02 Science Fiction/Fantasy,7.02.PAOC4,7043,,01-Sep-2018
,44,"Sheldon, Dyan",Confessions of a Teenage Drama Queen,285,7.10 Miscellaneous Fiction,7.10.SHED1,7044,,25-Sep-2018
,45,Youthreach,If I Were Rain: Celebrating the Spirit of India's Disadvantaged Urban Child,499,7.51 Non Fiction - Biography,7.51.YOUT1,7045,,25-Sep-2018
,46,"Kipling, Rudyard",Stalky & Co.,250,7.03 Adventure/Mystery,7.03.KIPR2,7046,,25-Sep-2018
,47,"Orwell, George",Animal Farm,95,7.02 Science Fiction/Fantasy,7.02.ORWG1,7047,,25-Jan-2019
,48,,,,,,7048,,
,49,,,,,,7049,,
,50,,,,,,7050,,
,51,,,,,,7051,,
,52,,,,,,7052,,
,53,,,,,,7053,,
,54,,,,,,7054,,
,55,,,,,,7055,,
,56,,,,,,7056,,
,57,,,,,,7057,,
,58,,,,,,7058,,
,59,,,,,,7059,,
,60,,,,,,7060,,
,61,,,,,,7061,,
,62,,,,,,7062,,
,63,,,,,,7063,,
,64,,,,,,7064,,
,65,,,,,,7065,,
,66,,,,,,7066,,
,67,,,,,,7067,,
,68,,,,,,7068,,
,69,,,,,,7069,,
,70,,,,,,7070,,
,71,,,,,,7071,,
,72,,,,,,7072,,
,73,,,,,,7073,,
,74,,,,,,7074,,
,75,,,,,,7075,,
,76,,,,,,7076,,
,77,,,,,,7077,,
,78,,,,,,7078,,
,79,,,,,,7079,,
,80,,,,,,7080,,
,81,,,,,,7081,,
,82,,,,,,,,
,83,,,,,,,,
,84,,,,,,,,
,85,,,,,,,,
,86,,,,,,,,
,87,,,,,,,,
,88,,,,,,,,
,89,,,,,,,,
,90,,,,,,,,
,91,,,,,,,,
,92,,,,,,,,
,93,,,,,,,,
,94,,,,,,,,
,95,,,,,,,,
,96,,,,,,,,
,97,,,,,,,,
,98,,,,,,,,
,99,,,,,,,,
,100,,,,,,,,
,101,,,,,,,,
,102,,,,,,,,
,103,,,,,,,,
,104,,,,,,,,
,105,,,,,,,,
,106,,,,,,,,
,107,,,,,,,,
,108,,,,,,,,
,109,,,,,,,,
,110,,,,,,,,
,111,,,,,,,,
,112,,,,,,,,
,113,,,,,,,,
,114,,,,,,,,
,115,,,,,,,,
,116,,,,,,,,
,117,,,,,,,,
,118,,,,,,,,
,119,,,,,,,,
,120,,,,,,,,
,121,,,,,,,,
,122,,,,,,,,
,123,,,,,,,,
,124,,,,,,,,
,125,,,,,,,,
,126,,,,,,,,
,127,,,,,,,,
,128,,,,,,,,
,129,,,,,,,,
,130,,,,,,,,
,131,,,,,,,,
,132,,,,,,,,
,133,,,,,,,,
,134,,,,,,,,
,135,,,,,,,,
,136,,,,,,,,
,137,,,,,,,,
,138,,,,,,,,
,139,,,,,,,,
,140,,,,,,,,
,141,,,,,,,,
,142,,,,,,,,
,143,,,,,,,,
,144,,,,,,,,
,145,,,,,,,,
,146,,,,,,,,
,147,,,,,,,,
,148,,,,,,,,
,149,,,,,,,,
,150,,,,,,,,
,151,,,,,,,,
,152,,,,,,,,
,153,,,,,,,,
,154,,,,,,,,
,155,,,,,,,,
,156,,,,,,,,
,157,,,,,,,,
,158,,,,,,,,
,159,,,,,,,,
,160,,,,,,,,
,161,,,,,,,,
,162,,,,,,,,
,163,,,,,,,,
,164,,,,,,,,
,165,,,,,,,,
,166,,,,,,,,
,167,,,,,,,,
,168,,,,,,,,
,169,,,,,,,,
,170,,,,,,,,
,171,,,,,,,,
,172,,,,,,,,
,173,,,,,,,,
,174,,,,,,,,
,175,,,,,,,,
,176,,,,,,,,
,177,,,,,,,,
,178,,,,,,,,
,179,,,,,,,,
,180,,,,,,,,
,181,,,,,,,,
,182,,,,,,,,
,183,,,,,,,,
,184,,,,,,,,
,185,,,,,,,,
,186,,,,,,,,
,187,,,,,,,,
,188,,,,,,,,
,189,,,,,,,,
,190,,,,,,,,
,191,,,,,,,,
,192,,,,,,,,
,193,,,,,,,,
,194,,,,,,,,
,195,,,,,,,,
,196,,,,,,,,
,197,,,,,,,,
,198,,,,,,,,
,199,,,,,,,,
,200,,,,,,,,
,201,,,,,,,,
,202,,,,,,,,
,203,,,,,,,,
,204,,,,,,,,
,205,,,,,,,,
,206,,,,,,,,
,207,,,,,,,,
,208,,,,,,,,
,209,,,,,,,,
,210,,,,,,,,
,211,,,,,,,,
,212,,,,,,,,
,213,,,,,,,,
,214,,,,,,,,
,215,,,,,,,,
,216,,,,,,,,
,217,,,,,,,,
,218,,,,,,,,
,219,,,,,,,,
,220,,,,,,,,
,221,,,,,,,,
,222,,,,,,,,
,223,,,,,,,,
,224,,,,,,,,
,225,,,,,,,,
,226,,,,,,,,
,227,,,,,,,,
,228,,,,,,,,
,229,,,,,,,,
,230,,,,,,,,
,231,,,,,,,,
,232,,,,,,,,
,233,,,,,,,,
,234,,,,,,,,
,235,,,,,,,,
,236,,,,,,,,
,237,,,,,,,,
,238,,,,,,,,
,239,,,,,,,,
,240,,,,,,,,
,241,,,,,,,,
,242,,,,,,,,
,243,,,,,,,,
,244,,,,,,,,
,245,,,,,,,,
,246,,,,,,,,
,247,,,,,,,,
,248,,,,,,,,
,249,,,,,,,,
,250,,,,,,,,
,251,,,,,,,,
,252,,,,,,,,
,253,,,,,,,,
,254,,,,,,,,
,255,,,,,,,,
,256,,,,,,,,
,257,,,,,,,,
,258,,,,,,,,
,259,,,,,,,,
,260,,,,,,,,
,261,,,,,,,,
,262,,,,,,,,
,263,,,,,,,,
,264,,,,,,,,
,265,,,,,,,,
,266,,,,,,,,
,267,,,,,,,,
,268,,,,,,,,
,269,,,,,,,,
,270,,,,,,,,
,271,,,,,,,,
,272,,,,,,,,
,273,,,,,,,,
,274,,,,,,,,
,275,,,,,,,,
,276,,,,,,,,
,277,,,,,,,,
,278,,,,,,,,